"2018-May-09,14:26:14",degrees C,degrees C,raw signal,Volts,psi,bar,raw signal,Volts,psi,bar
Time(s),T1,T2,P1,P1,P1,P1,P2,P2,P2,P2,Jp,TMP
1.578216791152954,21.187,20.687,0.33944445848464966,0.6110000252723694,18.101017582677436,1.2480217198834107,0.24500000476837158,0.44100000858306887,12.077703926002258,0.8327286992084332
5.802044868469238,21.25,20.687,0.3361110985279083,0.604999977350235,17.6777636378457,1.2188393761967302,0.24611110985279083,0.4429999977350235,12.359233930568848,0.8521395173512887
9.991427898406982,21.187,20.687,0.33888888359069824,0.6099999904632568,18.030473366461344,1.2431578654814301,0.24666666984558105,0.4440000057220459,12.50000082066817,0.8618450565831007
14.177281856536865,21.25,20.687,0.3305555582046509,0.5950000047683716,16.972347964769327,1.1702026585357297,0.24666666984558105,0.4440000057220459,12.50000082066817,0.8618450565831007
18.36257791519165,21.25,20.687,0.3377777636051178,0.6079999744892121,17.8893887181841,1.2334304175858701,0.24722221493721008,0.44499998688697817,12.640763935135439,0.8715503354941442
22.546425819396973,21.25,20.687,0.33944445848464966,0.6110000252723694,18.101017582677436,1.2480217198834107,0.24500000476837158,0.44100000858306887,12.077703926002258,0.8327286992084332
26.73022198677063,21.25,20.687,0.3333333432674408,0.6000000178813935,17.325057693384977,1.19452114782043,0.24944444000720978,0.44899999201297763,13.20382771990068,0.9103722321006241
30.919416904449463,21.25,20.687,0.3400000035762787,0.6120000064373017,18.171558014738594,1.2528853133769906,0.24666666984558105,0.4440000057220459,12.50000082066817,0.8618450565831007
35.150529861450195,21.25,20.687,0.33722221851348877,0.6069999933242798,17.818848286122943,1.2285668240922902,0.2455555498600006,0.4419999897480011,12.21846704046952,0.8424339781194762
39.338005781173706,21.25,20.687,0.3405555486679077,0.612999987602234,18.24209844679975,1.2577489068705705,0.2477777749300003,0.44599999487400055,12.78153082523476,0.8812558747259561
43.52478289604187,21.25,20.687,0.3333333432674408,0.6000000178813935,17.325057693384977,1.19452114782043,0.24611110985279083,0.4429999977350235,12.359233930568848,0.8521395173512887
47.71440601348877,21.25,20.687,0.3405555486679077,0.612999987602234,18.24209844679975,1.2577489068705705,0.24833333492279053,0.447000002861023,12.92229771533409,0.8909614139577686
51.90339779853821,21.25,20.687,0.33444443345069885,0.601999980211258,17.4661385575073,1.2042483348075903,0.24166665971279144,0.4349999874830246,11.233106361038374,0.7744957241383293
