"2018-Mar-15,10:08:36",degrees C,degrees C,raw signal,Volts,psi,bar,raw signal,Volts,psi,bar
Time(s),T1,T2,P1,P1,P1,P1,P2,P2,P2,P2,Jp,TMP
1.7931640148162842,22.312,21.875,0.2938888967037201,0.5290000140666962,12.316592413169516,0.8491994870662465,0.23722222447395325,0.42700000405311583,10.106982567139951,0.6968521912461385
5.989146947860718,22.375,21.875,0.30222222208976746,0.5439999997615814,13.374717814861533,0.922154694011947,0.2433333396911621,0.4380000114440918,11.655407031336345,0.8036123418337657
10.187113046646118,-0.062,21.875,0.2888889014720917,0.5200000226497651,11.681717172154308,0.8054263628988263,0.23555555939674377,0.4240000069141388,9.684685672474039,0.6677358338714711
14.38089108467102,22.375,21.875,0.3027777671813965,0.5449999809265137,13.445258246922691,0.927018287505527,0.24111111462116241,0.4340000063180924,11.092343246571112,0.7647904452272863
18.60608696937561,22.375,21.875,0.29277777671813965,0.5269999980926514,12.175507764892274,0.8394720391706865,0.2361111044883728,0.4249999880790711,9.825448786941308,0.6774411127825145
22.8073410987854,22.375,21.875,0.300555557012558,0.5410000026226044,13.163092734523133,0.9075636526228071,0.2427777796983719,0.4370000034570694,11.514640141237024,0.7939068026019538
27.009294986724854,22.375,21.875,0.29277777671813965,0.5269999980926514,12.175507764892274,0.8394720391706865,0.23499999940395355,0.4229999989271164,9.543918782374718,0.658030294639659
31.19621205329895,-0.062,21.875,0.29722222685813904,0.5350000083446503,12.739842573846325,0.8783815698445269,0.24500000476837158,0.44100000858306887,12.077703926002258,0.8327286992084332
35.391782999038696,22.375,21.875,0.29499998688697815,0.5309999763965607,12.457673277291832,0.8589266740534063,0.23777778446674347,0.42800001204013827,10.24774945723928,0.706557730477951
39.61749815940857,22.375,-0.062,0.30000001192092896,0.5400000214576721,13.092552302461975,0.9027000591292272,0.24666666984558105,0.4440000057220459,12.50000082066817,0.8618450565831007
43.80457806587219,22.375,21.875,0.2938888967037201,0.5290000140666962,12.316592413169516,0.8491994870662465,0.23555555939674377,0.4240000069141388,9.684685672474039,0.6677358338714711
48.000383138656616,22.437,21.875,0.29944443702697754,0.5389999866485596,13.02200808624589,0.8978362047272471,0.23777778446674347,0.42800001204013827,10.24774945723928,0.706557730477951
52.18596005439758,22.375,21.875,0.29055556654930115,0.5230000197887421,11.893342252492708,0.8200174042879662,0.2383333295583725,0.4289999932050705,10.388512571706542,0.716263009388994
56.37299203872681,22.375,21.875,0.30000001192092896,0.5400000214576721,13.092552302461975,0.9027000591292272,0.2427777796983719,0.4370000034570694,11.514640141237024,0.7939068026019538
60.601678133010864,22.437,21.875,0.2916666567325592,0.5249999821186065,12.034423116615024,0.829744591275126,0.24222221970558167,0.43599999547004703,11.373873251137702,0.7842012633701418
64.79103899002075,22.375,21.875,0.30222222208976746,0.5439999997615814,13.374717814861533,0.922154694011947,0.2455555498600006,0.4419999897480011,12.21846704046952,0.8424339781194762
68.97678995132446,22.375,21.875,0.2922222316265106,0.5260000169277191,12.104967332831116,0.8346084456771066,0.23777778446674347,0.42800001204013827,10.24774945723928,0.706557730477951
73.16244101524353,22.437,21.875,0.30444443225860596,0.5479999780654907,13.656883327261092,0.9416093288946669,0.24833333492279053,0.447000002861023,12.92229771533409,0.8909614139577686
77.34739017486572,22.375,21.875,0.28777778148651123,0.5180000066757202,11.540632523877058,0.7956989150032658,0.23888888955116272,0.4300000011920929,10.52927946180587,0.7259685486208064
81.539302110672,22.375,21.875,0.30444443225860596,0.5479999780654907,13.656883327261092,0.9416093288946669,0.24611110985279083,0.4429999977350235,12.359233930568848,0.8521395173512887
85.7245421409607,22.375,21.875,0.28999999165534973,0.5219999849796295,11.822798036276616,0.8151535498859855,0.23777778446674347,0.42800001204013827,10.24774945723928,0.706557730477951
89.95369505882263,22.375,21.875,0.30388888716697693,0.5469999969005584,13.586342895199934,0.936745735401087,0.24611110985279083,0.4429999977350235,12.359233930568848,0.8521395173512887
94.14704608917236,22.375,21.875,0.2933333218097687,0.5279999792575837,12.246048196953431,0.8443356326642664,0.23944444954395294,0.4310000091791153,10.670046351905192,0.7356740878526185
98.33838105201721,22.375,21.875,0.30388888716697693,0.5469999969005584,13.586342895199934,0.936745735401087,0.2455555498600006,0.4419999897480011,12.21846704046952,0.8424339781194762
102.52918910980225,22.437,21.875,0.2944444417953491,0.5299999952316284,12.387132845230674,0.8540630805598264,0.23888888955116272,0.4300000011920929,10.52927946180587,0.7259685486208064
106.71298694610596,-0.062,21.875,0.3033333420753479,0.5460000157356263,13.515802463138783,0.9318821419075075,0.2433333396911621,0.4380000114440918,11.655407031336345,0.8036123418337657
110.9418830871582,22.437,21.875,0.2933333218097687,0.5279999792575837,12.246048196953431,0.8443356326642664,0.23888888955116272,0.4300000011920929,10.52927946180587,0.7259685486208064
115.13456010818481,22.375,21.875,0.3027777671813965,0.5449999809265137,13.445258246922691,0.927018287505527,0.24444444477558136,0.44000000059604644,11.936937035902929,0.8230231599766208
119.32128596305847,22.375,21.875,0.29499998688697815,0.5309999763965607,12.457673277291832,0.8589266740534063,0.24111111462116241,0.4340000063180924,11.092343246571112,0.7647904452272863
123.51342797279358,22.375,21.875,0.2983333468437195,0.5370000243186951,12.880927222123567,0.8881090177400869,0.24388888478279114,0.43899999260902406,11.796170145803607,0.8133176207448087
127.69789695739746,22.375,21.875,0.29499998688697815,0.5309999763965607,12.457673277291832,0.8589266740534063,0.23999999463558197,0.43199999034404757,10.810809466372461,0.7453793667636619
131.927875995636,22.437,21.875,0.3033333420753479,0.5460000157356263,13.515802463138783,0.9318821419075075,0.24833333492279053,0.447000002861023,12.92229771533409,0.8909614139577686
136.1114821434021,22.375,21.875,0.2911111116409302,0.5240000009536744,11.963882684553873,0.8248809977815466,0.23888888955116272,0.4300000011920929,10.52927946180587,0.7259685486208064
140.29693412780762,22.375,21.875,0.300555557012558,0.5410000026226044,13.163092734523133,0.9075636526228071,0.24222221970558167,0.43599999547004703,11.373873251137702,0.7842012633701418
144.48355507850647,22.437,21.875,0.2983333468437195,0.5370000243186951,12.880927222123567,0.8881090177400869,0.23944444954395294,0.4310000091791153,10.670046351905192,0.7356740878526185
148.6708209514618,22.437,21.875,0.2961111068725586,0.5329999923706055,12.598757925569075,0.8686541219489663,0.2427777796983719,0.4370000034570694,11.514640141237024,0.7939068026019538
152.88312816619873,22.375,21.875,0.2944444417953491,0.5299999952316284,12.387132845230674,0.8540630805598264,0.23777778446674347,0.42800001204013827,10.24774945723928,0.706557730477951
157.0661280155182,22.437,21.875,0.2888889014720917,0.5200000226497651,11.681717172154308,0.8054263628988263,0.23944444954395294,0.4310000091791153,10.670046351905192,0.7356740878526185
161.25121212005615,22.437,21.875,0.3016666769981384,0.5430000185966491,13.304177382800376,0.9172911005183672,0.2433333396911621,0.4380000114440918,11.655407031336345,0.8036123418337657
165.43729901313782,22.437,21.875,0.29499998688697815,0.5309999763965607,12.457673277291832,0.8589266740534063,0.23722222447395325,0.42700000405311583,10.106982567139951,0.6968521912461385
169.62938714027405,-0.062,21.875,0.301111102104187,0.5419999837875367,13.23363316658429,0.912427246116387,0.2427777796983719,0.4370000034570694,11.514640141237024,0.7939068026019538
