"2018-Sep-18,23:20:00",degrees C,degrees C,raw signal,Volts,psi,bar,raw signal,Volts,psi,bar
Time(s),T1,T2,P1,P1,P1,P1,P2,P2,P2,P2,Jp,TMP
1.5816099643707275,20.875,20.437,0.3144444525241852,0.5660000145435333,14.92663759344645,1.0291558381379085,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
5.811312913894653,20.875,20.437,0.3166666626930237,0.5699999928474426,15.208803105846009,1.0486104730206283,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
10.00729489326477,20.937,20.437,0.30944445729255676,0.5570000231266022,14.291762352431242,0.9853827139704883,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
14.191508054733276,20.937,20.5,0.32111111283302307,0.5780000030994416,15.773137914800067,1.087520003694469,0.2338888943195343,0.4210000097751618,9.262388777808134,0.6386194764968041
18.378264904022217,20.937,20.5,0.3149999976158142,0.5669999957084656,14.997178025507608,1.0340194316314884,0.23666666448116302,0.42599999606609346,9.96621567704063,0.6871466520143265
22.565361976623535,20.937,20.5,0.3194444477558136,0.5750000059604645,15.56151283446166,1.0729289623053286,0.23111110925674438,0.4159999966621399,8.558558102943564,0.5900920406585117
26.792085886001587,20.937,20.5,0.3127777874469757,0.5630000174045563,14.715012513108043,1.014564796748768,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
30.982692003250122,20.937,20.5,0.3127777874469757,0.5630000174045563,14.715012513108043,1.014564796748768,0.23444443941116333,0.421999990940094,9.403151892275389,0.6483247554078466
35.17717099189758,20.937,20.5,0.31166666746139526,0.5610000014305115,14.5739278648308,1.004837348853208,0.2338888943195343,0.4210000097751618,9.262388777808134,0.6386194764968041
39.36747694015503,20.937,20.5,0.31388887763023376,0.5649999797344208,14.856093377230366,1.0242919837359283,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
43.553037881851196,20.937,20.5,0.3222222328186035,0.5800000190734863,15.91422256307731,1.097247451590029,0.23722222447395325,0.42700000405311583,10.106982567139951,0.6968521912461385
47.74437403678894,20.937,20.5,0.3233333230018616,0.5819999814033509,16.055303427199625,1.1069746385771888,0.2338888943195343,0.4210000097751618,9.262388777808134,0.6386194764968041
51.923311948776245,20.937,20.5,0.3172222077846527,0.5709999740123749,15.279343537907167,1.0534740665142082,0.2316666692495346,0.4170000046491623,8.699324993042893,0.5997975798903241
56.148447036743164,20.937,20.5,0.3166666626930237,0.5699999928474426,15.208803105846009,1.0486104730206283,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
60.33872890472412,20.937,20.5,0.323888897895813,0.5830000162124634,16.125847643415717,1.1118384929791696,0.23499999940395355,0.4229999989271164,9.543918782374718,0.658030294639659
64.52580904960632,20.937,20.5,0.3199999928474426,0.5759999871253968,15.632053266522824,1.077792555798909,0.23666666448116302,0.42599999606609346,9.96621567704063,0.6871466520143265
68.71366000175476,20.937,20.5,0.3122222125530243,0.5619999825954437,14.64446829689195,1.0097009423467875,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
72.90689492225647,20.937,20.5,0.31611111760139465,0.5690000116825104,15.138262673784851,1.0437468795270484,0.23555555939674377,0.4240000069141388,9.684685672474039,0.6677358338714711
77.13317799568176,20.937,20.5,0.31888890266418457,0.5740000247955322,15.490972402400502,1.0680653688117487,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
81.32234692573547,20.937,20.5,0.3177777826786041,0.5720000088214875,15.349887754123259,1.0583379209161887,0.23444443941116333,0.421999990940094,9.403151892275389,0.6483247554078466
85.51471900939941,20.937,20.5,0.3222222328186035,0.5800000190734863,15.91422256307731,1.097247451590029,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
89.69955897331238,20.937,20.5,0.31888890266418457,0.5740000247955322,15.490972402400502,1.0680653688117487,0.23222222924232483,0.4180000126361847,8.840091883142215,0.6095031191221362
93.88657689094543,20.937,20.5,0.3233333230018616,0.5819999814033509,16.055303427199625,1.1069746385771888,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
98.08934903144836,20.937,20.5,0.32111111283302307,0.5780000030994416,15.773137914800067,1.087520003694469,0.2338888943195343,0.4210000097751618,9.262388777808134,0.6386194764968041
102.27986884117126,20.937,20.5,0.3222222328186035,0.5800000190734863,15.91422256307731,1.097247451590029,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
106.5140450000763,20.937,20.5,0.32055556774139404,0.5770000219345093,15.702597482738902,1.0826564102008887,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
110.70588994026184,20.937,20.5,0.32111111283302307,0.5780000030994416,15.773137914800067,1.087520003694469,0.2294444441795349,0.41299999952316285,8.136261208277652,0.5609756832838443
114.91717290878296,20.937,20.5,0.31888890266418457,0.5740000247955322,15.490972402400502,1.0680653688117487,0.23444443941116333,0.421999990940094,9.403151892275389,0.6483247554078466
119.1058099269867,21.0,20.5,0.3216666579246521,0.5789999842643738,15.843678346861225,1.092383597188049,0.23666666448116302,0.42599999606609346,9.96621567704063,0.6871466520143265
123.29197883605957,20.937,20.5,0.3194444477558136,0.5750000059604645,15.56151283446166,1.0729289623053286,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
127.51637506484985,21.0,20.5,0.3222222328186035,0.5800000190734863,15.91422256307731,1.097247451590029,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
131.7087118625641,21.0,20.5,0.3194444477558136,0.5750000059604645,15.56151283446166,1.0729289623053286,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
135.89663004875183,21.0,20.562,0.324444442987442,0.5839999973773956,16.196388075476868,1.1167020864727488,0.2294444441795349,0.41299999952316285,8.136261208277652,0.5609756832838443
140.0827670097351,21.0,20.5,0.3149999976158142,0.5669999957084656,14.997178025507608,1.0340194316314884,0.23499999940395355,0.4229999989271164,9.543918782374718,0.658030294639659
144.26898097991943,21.0,20.5,0.3233333230018616,0.5819999814033509,16.055303427199625,1.1069746385771888,0.23222222924232483,0.4180000126361847,8.840091883142215,0.6095031191221362
148.49219703674316,21.0,20.5,0.32111111283302307,0.5780000030994416,15.773137914800067,1.087520003694469,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
152.68452191352844,20.937,20.5,0.3233333230018616,0.5819999814033509,16.055303427199625,1.1069746385771888,0.23499999940395355,0.4229999989271164,9.543918782374718,0.658030294639659
156.8712558746338,20.937,20.5,0.3222222328186035,0.5800000190734863,15.91422256307731,1.097247451590029,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
161.05882906913757,21.0,20.5,0.3222222328186035,0.5800000190734863,15.91422256307731,1.097247451590029,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
165.24433994293213,20.937,20.5,0.3100000023841858,0.5580000042915344,14.362302784492393,0.9902463074640676,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
169.43649792671204,20.937,20.562,0.3172222077846527,0.5709999740123749,15.279343537907167,1.0534740665142082,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
173.62169694900513,20.937,20.5,0.3172222077846527,0.5709999740123749,15.279343537907167,1.0534740665142082,0.2338888943195343,0.4210000097751618,9.262388777808134,0.6386194764968041
177.85386204719543,21.0,20.5,0.32277777791023254,0.5810000002384186,15.984762995138468,1.102111045083609,0.23777778446674347,0.42800001204013827,10.24774945723928,0.706557730477951
182.0536060333252,21.0,20.562,0.31555554270744324,0.5679999768733979,15.067718457568766,1.0388830251250682,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
186.24232602119446,20.937,20.562,0.31611111760139465,0.5690000116825104,15.138262673784851,1.0437468795270484,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
190.41941595077515,21.0,20.562,0.3100000023841858,0.5580000042915344,14.362302784492393,0.9902463074640676,0.2316666692495346,0.4170000046491623,8.699324993042893,0.5997975798903241
194.61012196540833,20.937,20.5,0.31888890266418457,0.5740000247955322,15.490972402400502,1.0680653688117487,0.2316666692495346,0.4170000046491623,8.699324993042893,0.5997975798903241
198.83628106117249,21.0,20.562,0.31333333253860474,0.5639999985694886,14.785552945169208,1.0194283902423484,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
203.024906873703,21.0,20.562,0.31555554270744324,0.5679999768733979,15.067718457568766,1.0388830251250682,0.23222222924232483,0.4180000126361847,8.840091883142215,0.6095031191221362
207.21120190620422,20.937,20.562,0.3127777874469757,0.5630000174045563,14.715012513108043,1.014564796748768,0.23111110925674438,0.4159999966621399,8.558558102943564,0.5900920406585117
211.40242290496826,21.0,20.562,0.31611111760139465,0.5690000116825104,15.138262673784851,1.0437468795270484,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
215.59377598762512,21.0,20.562,0.3144444525241852,0.5660000145435333,14.92663759344645,1.0291558381379085,0.2316666692495346,0.4170000046491623,8.699324993042893,0.5997975798903241
219.78182983398438,20.937,20.562,0.3166666626930237,0.5699999928474426,15.208803105846009,1.0486104730206283,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
223.9682478904724,20.937,20.562,0.3144444525241852,0.5660000145435333,14.92663759344645,1.0291558381379085,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
228.18201804161072,20.937,20.5,0.3149999976158142,0.5669999957084656,14.997178025507608,1.0340194316314884,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
232.37335085868835,21.0,20.562,0.31833332777023315,0.5729999899864197,15.42042818618441,1.0632015144097682,0.2316666692495346,0.4170000046491623,8.699324993042893,0.5997975798903241
236.56312489509583,21.0,20.562,0.3177777826786041,0.5720000088214875,15.349887754123259,1.0583379209161887,0.2316666692495346,0.4170000046491623,8.699324993042893,0.5997975798903241
240.7520740032196,21.0,20.562,0.3177777826786041,0.5720000088214875,15.349887754123259,1.0583379209161887,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
244.96781992912292,21.0,20.562,0.31555554270744324,0.5679999768733979,15.067718457568766,1.0388830251250682,0.2316666692495346,0.4170000046491623,8.699324993042893,0.5997975798903241
