"2018-Apr-20,19:04:47",degrees C,degrees C,raw signal,Volts,psi,bar,raw signal,Volts,psi,bar
Time(s),T1,T2,P1,P1,P1,P1,P2,P2,P2,P2,Jp,TMP
1.6166388988494873,21.625,21.187,0.3333333432674408,0.6000000178813935,17.325057693384977,1.19452114782043,0.212777778506279,0.3830000013113022,3.913288485986456,0.2698118492163998
5.806762933731079,21.625,21.187,0.3327777683734894,0.5989999830722809,17.254513477168885,1.1896572934184493,0.212777778506279,0.3830000013113022,3.913288485986456,0.2698118492163998
9.992925882339478,21.687,21.187,0.33500000834465027,0.6030000150203705,17.536682773723378,1.20911218920957,0.21222221851348877,0.3819999933242798,3.7725215958871345,0.2601063099845878
14.198421001434326,21.687,21.187,0.33722221851348877,0.6069999933242798,17.818848286122943,1.2285668240922902,0.2150000035762787,0.38700000643730165,4.476352270751697,0.30863374582287967
18.389179944992065,21.687,21.187,0.3355555534362793,0.6039999961853028,17.607223205784543,1.2139757827031503,0.21555554866790771,0.3879999876022339,4.617115385218959,0.31833902473392267
22.576070070266724,21.687,21.187,0.3283333480358124,0.5910000264644623,16.69018245236976,1.1507480236530092,0.21666666865348816,0.3900000035762787,4.898649165417602,0.33775010319754667
26.765156030654907,21.687,21.187,0.3355555534362793,0.6039999961853028,17.607223205784543,1.2139757827031503,0.21388888359069824,0.38499999046325684,4.194818490553047,0.2892226673592552
30.948610067367554,21.687,21.187,0.3311111032962799,0.5959999859333038,17.042888396830485,1.1750662520293094,0.21166667342185974,0.38100001215934753,3.6317584814198653,0.2504010310735443
35.173084020614624,21.687,21.187,0.3327777683734894,0.5989999830722809,17.254513477168885,1.1896572934184493,0.21222221851348877,0.3819999933242798,3.7725215958871345,0.2601063099845878
39.35689997673035,21.687,21.187,0.3288888931274414,0.5920000076293945,16.760722884430926,1.1556116171465898,0.21166667342185974,0.38100001215934753,3.6317584814198653,0.2504010310735443
43.54456400871277,21.687,21.187,0.33722221851348877,0.6069999933242798,17.818848286122943,1.2285668240922902,0.2133333384990692,0.3840000092983246,4.054055376085785,0.2795173884482122
47.734187841415405,21.687,21.187,0.3305555582046509,0.5950000047683716,16.972347964769327,1.1702026585357297,0.212777778506279,0.3830000013113022,3.913288485986456,0.2698118492163998
51.92509603500366,21.687,21.187,0.33666667342185974,0.6060000121593475,17.748307854061785,1.2237032305987103,0.21222221851348877,0.3819999933242798,3.7725215958871345,0.2601063099845878
56.10893106460571,21.687,21.187,0.3311111032962799,0.5959999859333038,17.042888396830485,1.1750662520293094,0.21111111342906952,0.38000000417232516,3.490991591320544,0.2406954918417323
60.29448699951172,21.687,21.187,0.33666667342185974,0.6060000121593475,17.748307854061785,1.2237032305987103,0.2133333384990692,0.3840000092983246,4.054055376085785,0.2795173884482122
64.52335286140442,21.687,21.187,0.3305555582046509,0.5950000047683716,16.972347964769327,1.1702026585357297,0.21111111342906952,0.38000000417232516,3.490991591320544,0.2406954918417323
68.71750497817993,21.687,21.187,0.3377777636051178,0.6079999744892121,17.8893887181841,1.2334304175858701,0.21166667342185974,0.38100001215934753,3.6317584814198653,0.2504010310735443
72.90417098999023,21.687,21.187,0.33000001311302185,0.5940000236034394,16.901807532708176,1.1653390650421502,0.2105555534362793,0.3789999961853027,3.350224701221215,0.23098995260991984
77.10137605667114,21.687,21.187,0.33666667342185974,0.6060000121593475,17.748307854061785,1.2237032305987103,0.21166667342185974,0.38100001215934753,3.6317584814198653,0.2504010310735443
81.29083704948425,21.687,21.187,0.3311111032962799,0.5959999859333038,17.042888396830485,1.1750662520293094,0.21166667342185974,0.38100001215934753,3.6317584814198653,0.2504010310735443
85.5187919139862,21.687,21.187,0.3377777636051178,0.6079999744892121,17.8893887181841,1.2334304175858701,0.2150000035762787,0.38700000643730165,4.476352270751697,0.30863374582287967
89.70896005630493,21.687,21.187,0.3283333480358124,0.5910000264644623,16.69018245236976,1.1507480236530092,0.21388888359069824,0.38499999046325684,4.194818490553047,0.2892226673592552
93.89505195617676,21.75,21.187,0.34111112356185913,0.6140000224113464,18.312642663015836,1.2626127612725506,0.212777778506279,0.3830000013113022,3.913288485986456,0.2698118492163998
98.08723092079163,-0.062,21.187,0.3338888883590698,0.6009999990463257,17.395598125446135,1.19938474131401,0.21166667342185974,0.38100001215934753,3.6317584814198653,0.2504010310735443
102.28703188896179,21.687,21.187,0.33500000834465027,0.6030000150203705,17.536682773723378,1.20911218920957,0.21111111342906952,0.38000000417232516,3.490991591320544,0.2406954918417323
106.47965288162231,21.687,21.187,0.3316666781902313,0.5970000207424164,17.113432613046577,1.1799301064312901,0.21444444358348846,0.38599999845027927,4.335585380652375,0.2989282065910677
110.67731094360352,21.687,21.187,0.3405555486679077,0.612999987602234,18.24209844679975,1.2577489068705705,0.21111111342906952,0.38000000417232516,3.490991591320544,0.2406954918417323
114.91356992721558,21.75,21.187,0.3327777683734894,0.5989999830722809,17.254513477168885,1.1896572934184493,0.21388888359069824,0.38499999046325684,4.194818490553047,0.2892226673592552
119.09718799591064,21.75,21.187,0.33666667342185974,0.6060000121593475,17.748307854061785,1.2237032305987103,0.21166667342185974,0.38100001215934753,3.6317584814198653,0.2504010310735443
123.28251385688782,21.687,21.187,0.3305555582046509,0.5950000047683716,16.972347964769327,1.1702026585357297,0.20999999344348907,0.37799998819828035,3.2094578111218937,0.22128441337810786
127.4722409248352,21.687,21.187,0.3383333384990692,0.6090000092983247,17.959932934400193,1.2382942719878507,0.2133333384990692,0.3840000092983246,4.054055376085785,0.2795173884482122
