"2018-Mar-08,14:47:22",degrees C,degrees C,Drops,mL/min,raw signal,Volts,psi,bar,raw signal,Volts,psi,bar
Time(s),T1,T2,F1,F1,P1,P1,P1,P1,P2,P2,P2,P2,Jp,TMP
1.581279993057251,20.812,20.25,0,,0.35499998927116394,0.6389999806880952,20.076183737784227,1.3842046858792518,0.26777777075767517,0.48199998736381533,17.84909733685778,1.2306524235427354
4.8180320262908936,20.812,20.25,0,,0.3566666543483734,0.6419999778270722,20.287808818122635,1.3987957272683922,0.25999999046325684,0.4679999828338623,15.878375977995475,1.0947759155804409
8.106758117675781,20.875,20.25,1,3.922653117115218,0.3566666543483734,0.6419999778270722,20.287808818122635,1.3987957272683922,0.2688888907432556,0.48400000333786014,18.13063111705644,1.2500635020063604
11.35319709777832,20.875,20.25,1,,0.3583333194255829,0.6449999749660492,20.499433898461035,1.413386768657532,0.27222222089767456,0.4899999976158142,18.975224906388263,1.3082962167556953
14.592745065689087,20.875,20.25,1,,0.35944443941116333,0.646999990940094,20.640518546738278,1.4231142165530921,0.2727777659893036,0.49099997878074647,19.115988020855525,1.3180014956667383
17.87367010116577,-0.062,20.25,2,3.558306695828062,0.35722222924232483,0.6430000126361847,20.358353034338712,1.4036595816703719,0.2705555558204651,0.48700000047683717,18.552928011722344,1.2791798593810275
21.116234064102173,20.875,20.25,2,,0.35777777433395386,0.6439999938011169,20.428893466399877,1.4085231751639522,0.2683333456516266,0.48300002217292787,17.989868002589176,1.2403582230953174
24.359074115753174,20.875,20.25,2,,0.35555556416511536,0.6400000154972076,20.146727954000312,1.389068540281232,0.27222222089767456,0.4899999976158142,18.975224906388263,1.3082962167556953
27.59617304801941,20.875,20.312,3,3.457001078881367,0.3588888943195343,0.6460000097751618,20.569978114677127,1.4182506230595127,0.2688888907432556,0.48400000333786014,18.13063111705644,1.2500635020063604
30.833230018615723,20.875,20.312,3,,0.3583333194255829,0.6449999749660492,20.499433898461035,1.413386768657532,0.27222222089767456,0.4899999976158142,18.975224906388263,1.3082962167556953
34.07624292373657,20.875,20.312,3,,0.3611111044883728,0.6499999880790711,20.852143627076686,1.4377052579422325,0.2705555558204651,0.48700000047683717,18.552928011722344,1.2791798593810275
