"2018-Mar-09,10:16:56",degrees C,degrees C,Drops,mL/min,raw signal,Volts,psi,bar,raw signal,Volts,psi,bar
Time(s),T1,T2,F1,F1,P1,P1,P1,P1,P2,P2,P2,P2,Jp,TMP
1.583150863647461,21.25,20.812,1,2.008652537809011,0.3638888895511627,0.6550000011920929,21.20485335569233,1.4620237472269324,0.273333340883255,0.492000013589859,19.256758686586906,1.3277072952193194
4.829092979431152,21.312,20.812,2,1.317017507654032,0.3583333194255829,0.6449999749660492,20.499433898461035,1.413386768657532,0.26777777075767517,0.48199998736381533,17.84909733685778,1.2306524235427354
8.08221697807312,21.312,20.812,3,1.1803692014062248,0.3488888740539551,0.6279999732971192,19.300223848491775,1.3307041138162714,0.2666666805744171,0.48000002503395084,17.567571107923257,1.2112418657206496
11.363679885864258,21.312,20.812,4,1.11935571291681,0.34555554389953613,0.621999979019165,18.87697368781496,1.3015220310379907,0.2644444406032562,0.4759999930858612,17.004503547525957,1.1724197087934005
14.605623006820679,21.312,20.812,5,1.088621826852224,0.34333333373069763,0.6180000007152557,18.5948081754154,1.2820673961552709,0.2633333206176758,0.4739999771118164,16.722969767327314,1.1530086303297766
17.85581088066101,21.25,20.812,6,1.0685597045981745,0.35277777910232544,0.6350000023841859,19.79401822538467,1.364750050996532,0.2666666805744171,0.48000002503395084,17.567571107923257,1.2112418657206496
21.103904008865356,21.312,20.812,7,1.0547811433680228,0.3583333194255829,0.6449999749660492,20.499433898461035,1.413386768657532,0.2727777659893036,0.49099997878074647,19.115988020855525,1.3180014956667383
24.34992504119873,21.312,20.812,8,1.0447670765703354,0.36444443464279175,0.6559999823570252,21.275393787753494,1.4668873407205127,0.2777777910232544,0.5000000238418579,20.382886256117388,1.405351088432279
27.594539880752563,21.312,20.812,9,1.0371617038616652,0.36222222447395325,0.6520000040531159,20.99322827535393,1.4474327058377925,0.2711111009120941,0.48799998164176944,18.69369112618962,1.2888851382920714
30.84615683555603,21.312,20.812,10,1.030922593356735,0.3583333194255829,0.6449999749660492,20.499433898461035,1.413386768657532,0.26277777552604675,0.4729999959468842,16.58220665286005,1.1433033514187336
34.088194847106934,21.375,20.812,11,1.026161700755731,0.3499999940395355,0.629999989271164,19.441308496769018,1.3404315617118314,0.26555556058883667,0.47800000905990603,17.286037327724614,1.1918307872570255
37.33967685699463,21.375,20.812,12,1.0219692084146064,0.3472222089767456,0.6249999761581421,19.08859876815336,1.3161130724271306,0.2638888955116272,0.47500001192092894,16.863740433058695,1.1627144298823575
40.586840867996216,21.375,20.812,13,1.018556732081054,0.34111112356185913,0.6140000224113464,18.312642663015836,1.2626127612725506,0.26499998569488525,0.4769999742507935,17.14526666199322,1.1821249877044435
43.832237005233765,21.375,20.812,14,1.0156908029741696,0.3488888740539551,0.6279999732971192,19.300223848491775,1.3307041138162714,0.2594444453716278,0.4670000016689301,15.737612863528213,1.0850706366693978
47.07592797279358,21.375,20.812,15,1.0132567121686287,0.35277777910232544,0.6350000023841859,19.79401822538467,1.364750050996532,0.27000001072883606,0.4860000193119049,18.41216489725508,1.2694745804699845
50.323572874069214,21.375,20.812,16,1.011056987692889,0.36888888478279114,0.6639999926090241,21.839728596707545,1.505796871394353,0.2750000059604645,0.4950000107288361,19.679055581252825,1.3568236525939872
53.57644295692444,21.312,20.812,17,1.009025553328808,0.3638888895511627,0.6550000011920929,21.20485335569233,1.4620237472269324,0.2727777659893036,0.49099997878074647,19.115988020855525,1.3180014956667383
56.8288848400116,21.312,20.812,18,1.0072342640744367,0.3605555593967438,0.6490000069141388,20.781603195015528,1.4328416644486526,0.2688888907432556,0.48400000333786014,18.13063111705644,1.2500635020063604
60.06852698326111,21.312,20.812,19,1.005851200859925,0.35555556416511536,0.6400000154972076,20.146727954000312,1.389068540281232,0.2683333456516266,0.48300002217292787,17.989868002589176,1.2403582230953174
63.31289792060852,21.312,20.812,20,1.0045346538986653,0.35055556893348694,0.6310000240802766,19.511852712985103,1.3452954161138118,0.2644444406032562,0.4759999930858612,17.004503547525957,1.1724197087934005
66.556077003479,-0.062,20.812,21,1.003364426008902,0.34555554389953613,0.621999979019165,18.87697368781496,1.3015220310379907,0.2644444406032562,0.4759999930858612,17.004503547525957,1.1724197087934005
69.80095195770264,21.312,20.812,22,1.0022785941715198,0.351666659116745,0.632999986410141,19.65293357710742,1.3550226031009713,0.2661111056804657,0.47899999022483825,17.426800442191862,1.2015360661680676
73.10399293899536,21.375,20.812,23,1.0004925457496512,0.35722222924232483,0.6430000126361847,20.358353034338712,1.4036595816703719,0.27444443106651306,0.4939999759197235,19.53828491552143,1.3471178530414054
76.34683203697205,21.375,20.812,24,0.9996485507485228,0.3655555546283722,0.6579999983310699,21.416478436030737,1.4766147886160728,0.27444443106651306,0.4939999759197235,19.53828491552143,1.3471178530414054
79.59819602966309,21.312,20.812,25,0.9987663535788361,0.36444443464279175,0.6559999823570252,21.275393787753494,1.4668873407205127,0.27444443106651306,0.4939999759197235,19.53828491552143,1.3471178530414054
82.8422019481659,21.375,20.812,26,0.9980420372183323,0.3566666543483734,0.6419999778270722,20.287808818122635,1.3987957272683922,0.2688888907432556,0.48400000333786014,18.13063111705644,1.2500635020063604
86.09584188461304,21.375,20.812,27,0.9972607052855222,0.3466666638851166,0.6239999949932099,19.01805833609221,1.3112494789335511,0.2638888955116272,0.47500001192092894,16.863740433058695,1.1627144298823575
89.347501039505,21.375,20.812,28,0.9965583700055691,0.3449999988079071,0.6209999978542328,18.806433255753802,1.2966584375444108,0.26277777552604675,0.4729999959468842,16.58220665286005,1.1433033514187336
92.60178399085999,21.375,20.812,29,0.9958771421628586,0.3472222089767456,0.6249999761581421,19.08859876815336,1.3161130724271306,0.26277777552604675,0.4729999959468842,16.58220665286005,1.1433033514187336
95.84390091896057,21.375,20.812,30,0.9953685011283513,0.35111111402511597,0.6320000052452087,19.58239314504626,1.3501590096073914,0.2638888955116272,0.47500001192092894,16.863740433058695,1.1627144298823575
99.09637403488159,21.375,20.812,31,0.9947891732678349,0.3561111092567444,0.6409999966621399,20.21726838606147,1.3939321337748118,0.27222222089767456,0.4899999976158142,18.975224906388263,1.3082962167556953
102.34425783157349,21.375,20.812,32,0.9942912495146039,0.3661110997200012,0.6589999794960022,21.487018868091894,1.4814783821096527,0.277222216129303,0.4989999890327454,20.242115590386007,1.3956452888796982
105.58678388595581,21.375,20.812,33,0.9938743859586213,0.36500000953674316,0.6570000171661378,21.34593800396958,1.4717511951224929,0.27388888597488403,0.4929999947547913,19.397521801054182,1.3374125741303633
108.83798289299011,21.375,20.812,34,0.9934031955214014,0.3605555593967438,0.6490000069141388,20.781603195015528,1.4328416644486526,0.27000001072883606,0.4860000193119049,18.41216489725508,1.2694745804699845
112.07990384101868,21.375,20.812,35,0.9930415372043417,0.3466666638851166,0.6239999949932099,19.01805833609221,1.3112494789335511,0.2666666805744171,0.48000002503395084,17.567571107923257,1.2112418657206496
115.32828283309937,21.375,20.812,36,0.9926446244385084,0.3472222089767456,0.6249999761581421,19.08859876815336,1.3161130724271306,0.2661111056804657,0.47899999022483825,17.426800442191862,1.2015360661680676
118.56232190132141,21.375,20.812,37,0.9923894717406732,0.3466666638851166,0.6239999949932099,19.01805833609221,1.3112494789335511,0.26499998569488525,0.4769999742507935,17.14526666199322,1.1821249877044435
121.81349396705627,21.375,20.812,38,0.9920083240751673,0.34388887882232666,0.618999981880188,18.66534860747656,1.2869309896488508,0.26277777552604675,0.4729999959468842,16.58220665286005,1.1433033514187336
125.06143498420715,21.375,20.812,39,0.9916726128695175,0.3522222340106964,0.6340000212192536,19.72347779332351,1.3598864575029521,0.2644444406032562,0.4759999930858612,17.004503547525957,1.1724197087934005
128.30934405326843,21.375,20.812,40,0.9913541444588176,0.35777777433395386,0.6439999938011169,20.428893466399877,1.4085231751639522,0.27222222089767456,0.4899999976158142,18.975224906388263,1.3082962167556953
131.55052495002747,21.375,20.812,41,0.9911020883385139,0.38277778029441833,0.689000004529953,23.603273455630863,1.6273890569094545,0.2750000059604645,0.4950000107288361,19.679055581252825,1.3568236525939872
134.83303093910217,21.375,20.812,42,0.9905584638256989,0.35944443941116333,0.646999990940094,20.640518546738278,1.4231142165530921,0.26777777075767517,0.48199998736381533,17.84909733685778,1.2306524235427354
138.08582997322083,21.375,20.812,43,0.9902536706808959,0.3538888990879059,0.6370000183582306,19.93510287366191,1.374477498892092,0.2666666805744171,0.48000002503395084,17.567571107923257,1.2112418657206496
