"2018-Mar-12,14:56:25",degrees C,degrees C,raw signal,Volts,psi,bar,raw signal,Volts,psi,bar
Time(s),T1,T2,P1,P1,P1,P1,P2,P2,P2,P2,Jp,TMP
1.578428030014038,21.062,20.875,0.3916666805744171,0.7050000250339509,24.73194307353897,1.7052081182571355,0.28777778148651123,0.5180000066757202,22.91666762411286,1.580049232680284
5.808537006378174,21.062,20.875,0.3911111056804657,0.7039999902248383,24.66139885732288,1.700344263855155,0.29055556654930115,0.5230000197887421,23.620498298977438,1.6285766685185767
10.003246068954468,21.125,20.875,0.39055556058883667,0.703000009059906,24.59085842526172,1.695480670361575,0.28999999165534973,0.5219999849796295,23.479727633246043,1.6188708689659947
14.191917181015015,21.125,20.875,0.38777777552604675,0.6979999959468842,24.23814869664608,1.671162181076875,0.2911111116409302,0.5240000009536744,23.7612614134447,1.6382819474296197
18.376919984817505,21.187,20.875,0.3938888907432556,0.7090000033378602,25.01410858593853,1.7246627531398553,0.2922222316265106,0.5260000169277191,24.042795193643343,1.6576930258932436
22.562220096588135,21.125,20.875,0.3911111056804657,0.7039999902248383,24.66139885732288,1.700344263855155,0.28777778148651123,0.5180000066757202,22.91666762411286,1.580049232680284
26.786672115325928,21.187,20.875,0.38777777552604675,0.6979999959468842,24.23814869664608,1.671162181076875,0.28611111640930176,0.5150000095367432,22.494370729446956,1.5509328753056169
30.980192184448242,21.187,20.875,0.3916666805744171,0.7050000250339509,24.73194307353897,1.7052081182571355,0.28777778148651123,0.5180000066757202,22.91666762411286,1.580049232680284
35.17237210273743,21.187,20.875,0.39277777075767517,0.7069999873638153,24.87302393766128,1.7149353052442948,0.29055556654930115,0.5230000197887421,23.620498298977438,1.6285766685185767
39.356353998184204,21.187,20.937,0.39444443583488464,0.7099999845027923,25.084649017999688,1.7295263466334352,0.28833332657814026,0.5189999878406525,23.057430738580138,1.5897545115913279
43.54176211357117,21.187,20.875,0.3938888907432556,0.7090000033378602,25.01410858593853,1.7246627531398553,0.28999999165534973,0.5219999849796295,23.479727633246043,1.6188708689659947
47.7260901927948,21.187,20.875,0.39222222566604614,0.706000006198883,24.802483505600122,1.710071711750715,0.2888889014720917,0.5200000226497651,23.19820140431152,1.5994603111439087
51.91803216934204,21.187,20.875,0.39222222566604614,0.706000006198883,24.802483505600122,1.710071711750715,0.2888889014720917,0.5200000226497651,23.19820140431152,1.5994603111439087
56.12876796722412,21.187,20.937,0.39277777075767517,0.7069999873638153,24.87302393766128,1.7149353052442948,0.2922222316265106,0.5260000169277191,24.042795193643343,1.6576930258932436
60.321202993392944,21.187,20.875,0.3933333456516266,0.7080000221729279,24.943568153877372,1.7197991596462754,0.28999999165534973,0.5219999849796295,23.479727633246043,1.6188708689659947
64.51139712333679,21.187,20.875,0.39277777075767517,0.7069999873638153,24.87302393766128,1.7149353052442948,0.28833332657814026,0.5189999878406525,23.057430738580138,1.5897545115913279
68.70321917533875,21.187,20.937,0.3916666805744171,0.7050000250339509,24.73194307353897,1.7052081182571355,0.28555554151535034,0.5139999747276306,22.35360006371556,1.5412270757530349
72.88818907737732,21.187,20.875,0.39500001072883606,0.7110000193119049,25.155193234215773,1.7343902010354153,0.2922222316265106,0.5260000169277191,24.042795193643343,1.6576930258932436
77.1130440235138,21.187,20.937,0.38999998569488525,0.7019999742507935,24.520314209045637,1.690616815959595,0.28999999165534973,0.5219999849796295,23.479727633246043,1.6188708689659947
81.29982018470764,21.187,20.937,0.3938888907432556,0.7090000033378602,25.01410858593853,1.7246627531398553,0.2872222363948822,0.5170000255107879,22.7759045096456,1.570343953769241
85.48900008201599,21.187,20.875,0.39500001072883606,0.7110000193119049,25.155193234215773,1.7343902010354153,0.2894444465637207,0.5210000038146972,23.33896451877878,1.6091655900549517
89.67907404899597,21.187,20.875,0.3916666805744171,0.7050000250339509,24.73194307353897,1.7052081182571355,0.28555554151535034,0.5139999747276306,22.35360006371556,1.5412270757530349
