"2018-May-17,21:04:40",degrees C,degrees C,raw signal,Volts,psi,bar,raw signal,Volts,psi,bar
Time(s),T1,T2,P1,P1,P1,P1,P2,P2,P2,P2,Jp,TMP
1.5775320529937744,20.812,20.375,0.0,0.0,-25.0,-1.72369,0.0,0.0,-50.0,-3.44738
5.800965070724487,20.875,20.375,0.0005555555690079927,0.001000000024214387,-24.929458237571875,-1.7188263147808105,0.0,0.0,-50.0,-3.44738
9.99385404586792,20.875,20.375,0.0,0.0,-25.0,-1.72369,0.002222222276031971,0.004000000096857548,-49.436936923165774,-3.4085581522036645
14.179878950119019,20.875,20.375,0.0011111111380159855,0.002000000048428774,-24.858916475143747,-1.713962629561621,0.0,0.0,-50.0,-3.44738
18.366790056228638,20.875,20.375,0.0,0.0,-25.0,-1.72369,0.0,0.0,-50.0,-3.44738
22.5595600605011,20.875,20.375,0.0027777778450399637,0.005000000121071935,-24.647291187859373,-1.699371573904053,0.0,0.0,-50.0,-3.44738
26.7851619720459,20.875,20.375,0.0005555555690079927,0.001000000024214387,-24.929458237571875,-1.7188263147808105,0.0,0.0,-50.0,-3.44738
30.973952054977417,20.875,20.375,0.0011111111380159855,0.002000000048428774,-24.858916475143747,-1.713962629561621,0.0,0.0,-50.0,-3.44738
35.15961790084839,20.875,20.375,0.004999999888241291,0.008999999798834325,-24.36512416771058,-1.679916835065642,0.0,0.0,-50.0,-3.44738
39.34447193145752,20.937,20.375,0.0005555555690079927,0.001000000024214387,-24.929458237571875,-1.7188263147808105,0.0,0.0,-50.0,-3.44738
43.53478407859802,20.937,20.375,0.0016666667070239782,0.003000000072643161,-24.788374712715623,-1.7090989443424316,0.0,0.0,-50.0,-3.44738
47.73051905632019,-0.062,20.375,0.0016666667070239782,0.003000000072643161,-24.788374712715623,-1.7090989443424316,0.0011111111380159855,0.002000000048428774,-49.71846846158289,-3.427969076101832
51.93002104759216,20.937,20.375,0.0016666667070239782,0.003000000072643161,-24.788374712715623,-1.7090989443424316,0.0,0.0,-50.0,-3.44738
56.15673494338989,20.937,20.375,0.0011111111380159855,0.002000000048428774,-24.858916475143747,-1.713962629561621,0.0,0.0,-50.0,-3.44738
60.359890937805176,20.937,20.375,0.0011111111380159855,0.002000000048428774,-24.858916475143747,-1.713962629561621,0.0,0.0,-50.0,-3.44738
64.54659295082092,20.937,20.375,0.0011111111380159855,0.002000000048428774,-24.858916475143747,-1.713962629561621,0.0,0.0,-50.0,-3.44738
68.73039197921753,20.937,20.375,0.0005555555690079927,0.001000000024214387,-24.929458237571875,-1.7188263147808105,0.0,0.0,-50.0,-3.44738
72.92371988296509,20.937,20.375,0.0011111111380159855,0.002000000048428774,-24.858916475143747,-1.713962629561621,0.0,0.0,-50.0,-3.44738
77.15091395378113,20.937,20.375,0.0016666667070239782,0.003000000072643161,-24.788374712715623,-1.7090989443424316,0.0,0.0,-50.0,-3.44738
81.342768907547,20.937,20.375,0.0011111111380159855,0.002000000048428774,-24.858916475143747,-1.713962629561621,0.0,0.0,-50.0,-3.44738
85.5281970500946,20.937,20.375,0.003888888983055949,0.007000000169500709,-24.50620766300312,-1.689644203465674,0.0,0.0,-50.0,-3.44738
89.71943497657776,20.937,20.375,0.0,0.0,-25.0,-1.72369,0.0,0.0,-50.0,-3.44738
93.91000390052795,20.937,20.375,0.0005555555690079927,0.001000000024214387,-24.929458237571875,-1.7188263147808105,0.0,0.0,-50.0,-3.44738
98.10500288009644,20.937,20.375,0.0,0.0,-25.0,-1.72369,0.0,0.0,-50.0,-3.44738
102.29471492767334,20.937,20.375,0.002222222276031971,0.004000000096857548,-24.717832950287498,-1.7042352591232421,0.0,0.0,-50.0,-3.44738
106.52029490470886,20.937,20.437,0.003888888983055949,0.007000000169500709,-24.50620766300312,-1.689644203465674,0.0,0.0,-50.0,-3.44738
110.70551586151123,20.937,20.375,0.004444444552063942,0.008000000193715096,-24.435665900574996,-1.6847805182464846,0.0,0.0,-50.0,-3.44738
114.89408802986145,21.0,20.375,0.0016666667070239782,0.003000000072643161,-24.788374712715623,-1.7090989443424316,0.0,0.0,-50.0,-3.44738
119.07895588874817,21.0,20.375,0.0005555555690079927,0.001000000024214387,-24.929458237571875,-1.7188263147808105,0.0,0.0,-50.0,-3.44738
123.26951694488525,20.937,20.375,0.0,0.0,-25.0,-1.72369,0.0005555555690079927,0.001000000024214387,-49.859234230791444,-3.437674538050916
127.49745202064514,21.0,20.375,0.0027777778450399637,0.005000000121071935,-24.647291187859373,-1.699371573904053,0.0,0.0,-50.0,-3.44738
131.68906688690186,21.0,20.375,0.0005555555690079927,0.001000000024214387,-24.929458237571875,-1.7188263147808105,0.0,0.0,-50.0,-3.44738
135.8809368610382,21.0,20.437,0.0016666667070239782,0.003000000072643161,-24.788374712715623,-1.7090989443424316,0.0,0.0,-50.0,-3.44738
140.0688910484314,21.0,20.437,0.0011111111380159855,0.002000000048428774,-24.858916475143747,-1.713962629561621,0.0,0.0,-50.0,-3.44738
144.25388193130493,21.0,20.375,0.0,0.0,-25.0,-1.72369,0.0,0.0,-50.0,-3.44738
148.4457929134369,21.0,20.437,0.0005555555690079927,0.001000000024214387,-24.929458237571875,-1.7188263147808105,0.0,0.0,-50.0,-3.44738
152.6334149837494,21.0,20.437,0.0005555555690079927,0.001000000024214387,-24.929458237571875,-1.7188263147808105,0.0,0.0,-50.0,-3.44738
156.8594479560852,21.0,20.437,0.0,0.0,-25.0,-1.72369,0.0,0.0,-50.0,-3.44738
161.04508805274963,21.0,20.437,0.006666666828095913,0.012000000290572644,-24.153498850862494,-1.6653257773697268,0.0,0.0,-50.0,-3.44738
165.23598909378052,21.0,20.437,0.0016666667070239782,0.003000000072643161,-24.788374712715623,-1.7090989443424316,0.0,0.0,-50.0,-3.44738
169.42640089988708,21.0,20.437,0.0,0.0,-25.0,-1.72369,0.0,0.0,-50.0,-3.44738
173.6112039089203,21.0,20.437,0.0011111111380159855,0.002000000048428774,-24.858916475143747,-1.713962629561621,0.0005555555690079927,0.001000000024214387,-49.859234230791444,-3.437674538050916
177.84022307395935,21.0,20.437,0.004999999888241291,0.008999999798834325,-24.36512416771058,-1.679916835065642,0.0,0.0,-50.0,-3.44738
182.03715085983276,21.0,20.437,0.0,0.0,-25.0,-1.72369,0.0,0.0,-50.0,-3.44738
186.22477102279663,21.0,20.437,0.0011111111380159855,0.002000000048428774,-24.858916475143747,-1.713962629561621,0.0005555555690079927,0.001000000024214387,-49.859234230791444,-3.437674538050916
190.41568207740784,21.0,20.437,0.0016666667070239782,0.003000000072643161,-24.788374712715623,-1.7090989443424316,0.0005555555690079927,0.001000000024214387,-49.859234230791444,-3.437674538050916
