"2018-May-02,07:49:35",degrees C,degrees C,raw signal,Volts,psi,bar,raw signal,Volts,psi,bar
Time(s),T1,T2,P1,P1,P1,P1,P2,P2,P2,P2,Jp,TMP
1.5784821510314941,21.562,21.437,0.32777777314186096,0.5899999916553498,16.619638236153683,1.1458841692510298,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
5.769683122634888,21.562,21.437,0.34111112356185913,0.6140000224113464,18.312642663015836,1.2626127612725506,0.2338888943195343,0.4210000097751618,9.262388777808134,0.6386194764968041
9.953709125518799,21.562,21.437,0.32777777314186096,0.5899999916553498,16.619638236153683,1.1458841692510298,0.23499999940395355,0.4229999989271164,9.543918782374718,0.658030294639659
14.158869981765747,21.562,21.437,0.33944445848464966,0.6110000252723694,18.101017582677436,1.2480217198834107,0.23499999940395355,0.4229999989271164,9.543918782374718,0.658030294639659
18.349220991134644,21.625,21.437,0.32944443821907043,0.5929999887943268,16.831263316492084,1.1604752106401697,0.23444443941116333,0.421999990940094,9.403151892275389,0.6483247554078466
22.539055109024048,21.562,21.437,0.34333333373069763,0.6180000007152557,18.5948081754154,1.2820673961552709,0.2338888943195343,0.4210000097751618,9.262388777808134,0.6386194764968041
26.736924171447754,21.562,21.437,0.32499998807907104,0.5849999785423279,16.266928507538026,1.1215656799663287,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
30.96108913421631,21.625,21.437,0.3422222137451172,0.615999984741211,18.45372352713816,1.2723399482597109,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
35.14627504348755,21.625,21.437,0.32777777314186096,0.5899999916553498,16.619638236153683,1.1458841692510298,0.23499999940395355,0.4229999989271164,9.543918782374718,0.658030294639659
39.33649516105652,21.625,21.437,0.34333333373069763,0.6180000007152557,18.5948081754154,1.2820673961552709,0.2316666692495346,0.4170000046491623,8.699324993042893,0.5997975798903241
43.5265371799469,21.625,21.437,0.32777777314186096,0.5899999916553498,16.619638236153683,1.1458841692510298,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
47.71357011795044,21.625,21.437,0.34111112356185913,0.6140000224113464,18.312642663015836,1.2626127612725506,0.23444443941116333,0.421999990940094,9.403151892275389,0.6483247554078466
51.93714118003845,21.625,21.437,0.33000001311302185,0.5940000236034394,16.901807532708176,1.1653390650421502,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
56.12169098854065,21.625,21.437,0.33944445848464966,0.6110000252723694,18.101017582677436,1.2480217198834107,0.2338888943195343,0.4210000097751618,9.262388777808134,0.6386194764968041
60.312249183654785,21.625,21.437,0.3305555582046509,0.5950000047683716,16.972347964769327,1.1702026585357297,0.23555555939674377,0.4240000069141388,9.684685672474039,0.6677358338714711
64.49819612503052,21.625,21.437,0.33722221851348877,0.6069999933242798,17.818848286122943,1.2285668240922902,0.23444443941116333,0.421999990940094,9.403151892275389,0.6483247554078466
68.67767715454102,21.625,21.437,0.33222222328186035,0.5980000019073487,17.183973045107734,1.18479369992487,0.2338888943195343,0.4210000097751618,9.262388777808134,0.6386194764968041
72.86383414268494,21.625,21.437,0.33444443345069885,0.601999980211258,17.4661385575073,1.2042483348075903,0.2338888943195343,0.4210000097751618,9.262388777808134,0.6386194764968041
77.05346298217773,21.625,21.5,0.3305555582046509,0.5950000047683716,16.972347964769327,1.1702026585357297,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
81.2765531539917,21.625,21.5,0.3327777683734894,0.5989999830722809,17.254513477168885,1.1896572934184493,0.23444443941116333,0.421999990940094,9.403151892275389,0.6483247554078466
85.46195816993713,21.625,21.5,0.3327777683734894,0.5989999830722809,17.254513477168885,1.1896572934184493,0.23444443941116333,0.421999990940094,9.403151892275389,0.6483247554078466
89.66558313369751,21.625,21.5,0.3327777683734894,0.5989999830722809,17.254513477168885,1.1896572934184493,0.23277777433395386,0.41899999380111697,8.980854997609484,0.6192083980331796
93.85319709777832,21.625,21.5,0.33500000834465027,0.6030000150203705,17.536682773723378,1.20911218920957,0.23555555939674377,0.4240000069141388,9.684685672474039,0.6677358338714711
98.04255700111389,21.625,21.5,0.3333333432674408,0.6000000178813935,17.325057693384977,1.19452114782043,0.23222222924232483,0.4180000126361847,8.840091883142215,0.6095031191221362
102.26709914207458,21.625,21.5,0.3355555534362793,0.6039999961853028,17.607223205784543,1.2139757827031503,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
106.4549491405487,21.625,21.5,0.33222222328186035,0.5980000019073487,17.183973045107734,1.18479369992487,0.2338888943195343,0.4210000097751618,9.262388777808134,0.6386194764968041
110.64021301269531,21.625,21.562,0.3361110985279083,0.604999977350235,17.6777636378457,1.2188393761967302,0.23499999940395355,0.4229999989271164,9.543918782374718,0.658030294639659
114.83104205131531,21.625,21.562,0.33000001311302185,0.5940000236034394,16.901807532708176,1.1653390650421502,0.23722222447395325,0.42700000405311583,10.106982567139951,0.6968521912461385
119.02572703361511,21.625,21.562,0.33666667342185974,0.6060000121593475,17.748307854061785,1.2237032305987103,0.2294444441795349,0.41299999952316285,8.136261208277652,0.5609756832838443
123.21198511123657,21.625,21.562,0.32777777314186096,0.5899999916553498,16.619638236153683,1.1458841692510298,0.23444443941116333,0.421999990940094,9.403151892275389,0.6483247554078466
127.40275502204895,21.625,21.562,0.3333333432674408,0.6000000178813935,17.325057693384977,1.19452114782043,0.2338888943195343,0.4210000097751618,9.262388777808134,0.6386194764968041
131.6310420036316,21.625,21.562,0.32722222805023193,0.5890000104904175,16.54909780409252,1.1410205757574492,0.23000000417232513,0.41400000751018523,8.277028098376974,0.5706812225156562
135.81504011154175,21.625,21.562,0.33722221851348877,0.6069999933242798,17.818848286122943,1.2285668240922902,0.23555555939674377,0.4240000069141388,9.684685672474039,0.6677358338714711
139.99856805801392,21.625,21.562,0.3199999928474426,0.5759999871253968,15.632053266522824,1.077792555798909,0.23333333432674408,0.42000000178813934,9.121621887708805,0.6289139372649916
